date_start,driver_number,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,lap_number,meeting_key,segments_sector_1,segments_sector_2,segments_sector_3,session_key,st_speed
2025-12-07 13:08:10.939000+00:00,12,18.076,38.076,34.372,,305,False,90.524,4,1276,"[None, 2049, 2049, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",9839,329
2025-12-07 13:08:11.222000+00:00,27,18.287,37.981,34.305,279,314,False,90.573,4,1276,"[None, 2049, 2049, 2049, 2048]","[2049, 2049, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2049, 2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2049]",9839,320
2025-12-07 13:08:12.185000+00:00,10,18.441,38.458,33.77,,301,False,90.669,4,1276,"[None, 2049, 2049, 2049, 2049]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049, 2048, 2048, 2049, 2048, 2048]",9839,319
2025-12-07 13:08:13.319000+00:00,43,18.611,38.681,33.553,281,296,False,90.845,4,1276,"[2048, 2049, 2049, 2049, 2048]","[2048, 2049, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",9839,307
2025-12-07 13:09:27.972000+00:00,1,18.142,38.529,33.024,283,295,False,89.695,5,1276,"[None, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",9839,305
2025-12-07 13:09:30.141000+00:00,81,18.242,38.434,33.082,282,293,False,89.758,5,1276,"[None, 2048, 2048, 2049, 2048]","[2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",9839,304
2025-12-07 13:09:31.580000+00:00,4,17.917,38.762,33.139,287,291,False,89.818,5,1276,"[2048, 2049, 2048, 2049, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2049, 2048, 2048, 2049, 2048, 2048]",9839,292
2025-12-07 13:09:32.313000+00:00,16,18.189,38.294,33.579,,296,False,90.062,5,1276,"[None, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2049, 2048, 2048]",9839,305
2025-12-07 13:09:33.372000+00:00,63,18.02,38.431,33.538,286,294,False,89.989,5,1276,"[None, 2051, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2051, 2048, 2049, 2049, 2049, 2048, 2048]",9839,315
2025-12-07 13:09:34.339000+00:00,14,17.924,38.463,33.809,286,302,False,90.196,5,1276,"[2048, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2049, 2048, 2048, 2048, 2049, 2048, 2048]",9839,309
2025-12-07 13:09:34.998000+00:00,5,18.185,38.128,33.873,280,312,False,90.186,5,1276,"[None, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2049, 2049, 2049, 2048, 2048]",9839,319
